CUSTOMER_ID;COLLEGE;DATA;DATA_Categorie;INCOME;INCOME_Categorie;OVERCHARGE;OVERCHARGE_Categorie;LEFTOVER;HOUSE;LESSTHAN600k;CHILD;JOB_CLASS;REVENUE;HANDSET_PRICE;OVER_15MINS_CALLS_PER_MONTH;TIME_CLIENT;AVERAGE_CALL_DURATION;REPORTED_SATISFACTION;REPORTED_USAGE_LEVEL;CONSIDERING_CHANGE_OF_PLAN;CHURNED
C107728;zero;939.7590361445783;Less than 1 Gbs/month;86307.5;More than 75000 $/year;66;Less than 100 $/year;0;952781;False;1;1;209;432;4;4.2;10;very_unsat;very_high;actively_looking_into_it;LEAVE
C107729;one;780;Less than 1 Gbs/month;29566;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;639521;False;2;4;124;394;0;2.6;6;very_unsat;little;actively_looking_into_it;STAY
C107730;zero;1020;Less than 1 Gbs/month;47290;Between 25000 and 50000 $/year;0;Less than 100 $/year;20;208193;True;1;3;224;300;0;2.4;5;unsat;little;considering;STAY
C107732;zero;920.2453987730062;Less than 1 Gbs/month;65728.5;Between 50000 and 75000 $/year;63;Less than 100 $/year;23;517202;True;0;4;292;550;4;3;6;very_unsat;high;no;LEAVE
C107733;one;134.3669250645995;Less than 1 Gbs/month;79108.5;More than 75000 $/year;171;Between 100 and 200 $/year;89;152584;True;3;4;114;576;27;3.2;2;sat;very_high;actively_looking_into_it;LEAVE
C107734;one;188.2845188284519;Less than 1 Gbs/month;46547.5;Between 25000 and 50000 $/year;59;Less than 100 $/year;8;541859;True;5;2;117;284;4;1.5;5;very_sat;little;actively_looking_into_it;STAY
C107737;one;1470.0000000000002;Between 1 and 2 Gbs/month;48777;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;407304;True;2;1;161;316;1;4.9;13;sat;little;no;STAY
C107738;zero;221.6216216216216;Less than 1 Gbs/month;47331.5;Between 25000 and 50000 $/year;55;Less than 100 $/year;40;426618;True;2;2;173;339;5;3.1;9;very_sat;very_little;actively_looking_into_it;STAY
C107739;zero;431.37254901960785;Less than 1 Gbs/month;22755;Less than 25000 $/year;53;Less than 100 $/year;76;198291;True;1;1;215;197;14;2.2;2;very_unsat;little;considering;LEAVE
C107740;one;327.9352226720648;Less than 1 Gbs/month;46837;Between 25000 and 50000 $/year;147;Between 100 and 200 $/year;64;897573;False;1;1;199;379;0;2.7;2;avg;little;actively_looking_into_it;STAY
C107742;zero;295.53903345724905;Less than 1 Gbs/month;40903.5;Between 25000 and 50000 $/year;78;Less than 100 $/year;36;636499;False;4;4;173;272;5;5.3;2;very_unsat;very_high;considering;STAY
C107743;zero;159.375;Less than 1 Gbs/month;22974.5;Less than 25000 $/year;0;Less than 100 $/year;22;160586;True;4;4;217;342;0;1.7;5;very_sat;little;no;STAY
C107744;one;341.3793103448276;Less than 1 Gbs/month;42322;Between 25000 and 50000 $/year;190;Between 100 and 200 $/year;0;280347;True;1;3;187;198;24;2.3;8;very_unsat;high;never_thought;LEAVE
C107745;zero;87.17948717948718;Less than 1 Gbs/month;34088;Between 25000 and 50000 $/year;75;Less than 100 $/year;41;327420;True;3;2;82;261;4;1.7;2;avg;very_high;considering;STAY
C107746;one;196.42857142857144;Less than 1 Gbs/month;42249.5;Between 25000 and 50000 $/year;192;Between 100 and 200 $/year;38;785513;False;5;4;186;233;22;3.4;2;very_unsat;little;actively_looking_into_it;STAY
C107747;one;1350;Between 1 and 2 Gbs/month;28036.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;311432;True;0;4;183;351;0;3.5;15;unsat;high;actively_looking_into_it;STAY
C107749;one;157.25806451612902;Less than 1 Gbs/month;22024.5;Less than 25000 $/year;62;Less than 100 $/year;83;237696;True;2;2;148;143;4;5.2;2;avg;very_high;considering;STAY
C107750;one;123.52941176470587;Less than 1 Gbs/month;51620.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;7;245552;True;4;1;166;753;0;1.7;5;very_unsat;little;actively_looking_into_it;STAY
C107751;one;254.54545454545453;Less than 1 Gbs/month;42982;Between 25000 and 50000 $/year;230;More than 200 $/year;0;204936;True;4;4;119;215;28;1.8;10;very_unsat;very_little;considering;LEAVE
C107753;one;251.49700598802391;Less than 1 Gbs/month;46277;Between 25000 and 50000 $/year;84;Less than 100 $/year;15;445224;True;3;4;102;180;4;1.8;5;very_unsat;very_little;actively_looking_into_it;STAY
C107754;one;338.7096774193548;Less than 1 Gbs/month;69405.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;21;164637;True;2;1;301;448;1;3.5;2;very_sat;very_little;never_thought;STAY
C107755;one;1140;Between 1 and 2 Gbs/month;36371.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;184718;True;0;2;293;282;26;1.8;4;very_unsat;very_high;never_thought;LEAVE
C107756;one;327.7310924369748;Less than 1 Gbs/month;86468;More than 75000 $/year;157;Between 100 and 200 $/year;10;384759;True;2;4;144;381;17;2.9;4;very_unsat;very_little;no;LEAVE
C107757;zero;295.2755905511811;Less than 1 Gbs/month;94699.5;More than 75000 $/year;154;Between 100 and 200 $/year;70;468070;True;0;2;163;773;24;1.5;2;very_unsat;very_high;considering;LEAVE
C107758;one;693.8775510204082;Less than 1 Gbs/month;41109.5;Between 25000 and 50000 $/year;47;Less than 100 $/year;0;647547;False;0;3;161;290;4;2.4;10;very_unsat;very_little;considering;STAY
C107759;one;1650;Between 1 and 2 Gbs/month;12540;Less than 25000 $/year;0;Less than 100 $/year;0;NA;;2;4;158;238;1;5.5;8;unsat;little;considering;STAY
C107761;one;840;Less than 1 Gbs/month;69321;Between 50000 and 75000 $/year;0;Less than 100 $/year;17;501837;True;1;2;115;805;0;1.8;4;unsat;very_little;no;STAY
C107762;one;105.26315789473682;Less than 1 Gbs/month;76440;More than 75000 $/year;185;Between 100 and 200 $/year;14;465664;True;0;2;139;546;15;1;5;very_unsat;little;considering;LEAVE
C107763;one;1211.5384615384614;Between 1 and 2 Gbs/month;44037.5;Between 25000 and 50000 $/year;56;Less than 100 $/year;0;588662;True;5;1;154;359;3;7.3;8;very_unsat;very_little;never_thought;STAY
C107764;zero;153.65853658536585;Less than 1 Gbs/month;51172.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;31;328880;True;2;4;123;646;0;1.1;5;unsat;little;considering;LEAVE
C107765;zero;862.7450980392157;Less than 1 Gbs/month;27358;Between 25000 and 50000 $/year;53;Less than 100 $/year;0;NA;;2;2;133;195;5;2.4;9;avg;little;actively_looking_into_it;LEAVE
C107766;one;60.43956043956044;Less than 1 Gbs/month;34459;Between 25000 and 50000 $/year;172;Between 100 and 200 $/year;82;213318;True;3;1;105;256;17;2.2;2;very_unsat;very_little;considering;LEAVE
C107767;one;1060.1503759398497;Between 1 and 2 Gbs/month;54783.5;Between 50000 and 75000 $/year;33;Less than 100 $/year;0;NA;;3;2;170;645;5;3.7;13;unsat;little;considering;STAY
C107768;zero;460.6299212598425;Less than 1 Gbs/month;28479;Between 25000 and 50000 $/year;64;Less than 100 $/year;9;447853;True;4;2;105;131;3;3.9;5;avg;very_high;no;STAY
C107770;zero;385.7142857142858;Less than 1 Gbs/month;70703;Between 50000 and 75000 $/year;0;Less than 100 $/year;11;454528;True;2;3;152;641;1;2.7;5;unsat;little;considering;STAY
C107771;one;241.93548387096774;Less than 1 Gbs/month;15095.5;Less than 25000 $/year;0;Less than 100 $/year;21;556230;True;3;4;164;161;1;1.5;6;very_unsat;little;considering;LEAVE
C107772;zero;1290;Between 1 and 2 Gbs/month;29419.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;253661;True;3;1;97;256;4;2.3;8;unsat;little;no;LEAVE
C107773;zero;1044.3037974683543;Between 1 and 2 Gbs/month;32976;Between 25000 and 50000 $/year;58;Less than 100 $/year;0;187449;True;1;3;221;383;5;4.5;14;unsat;very_little;no;STAY
C107776;zero;1320.0000000000002;Between 1 and 2 Gbs/month;12624;Less than 25000 $/year;0;Less than 100 $/year;73;515571;True;1;2;251;233;0;2.4;2;avg;very_little;considering;LEAVE
C107777;zero;592.5925925925926;Less than 1 Gbs/month;84854;More than 75000 $/year;62;Less than 100 $/year;28;960788;False;1;1;136;788;5;2.2;1;very_unsat;little;considering;LEAVE
C107778;zero;420;Less than 1 Gbs/month;65641;Between 50000 and 75000 $/year;0;Less than 100 $/year;0;167124;True;2;2;169;726;4;2.4;13;avg;little;considering;STAY
C107779;zero;181.93548387096774;Less than 1 Gbs/month;38420;Between 25000 and 50000 $/year;65;Less than 100 $/year;61;517180;True;2;3;178;334;5;2.7;4;sat;very_little;no;LEAVE
C107780;zero;1290;Between 1 and 2 Gbs/month;24156.5;Less than 25000 $/year;0;Less than 100 $/year;59;523256;True;1;3;191;172;1;3.3;1;unsat;very_high;considering;STAY
C107781;one;11.538461538461535;Less than 1 Gbs/month;42762.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;42;946153;False;6;2;169;338;0;1.2;1;very_unsat;little;actively_looking_into_it;STAY
C107784;one;507.6923076923077;Less than 1 Gbs/month;33585;Between 25000 and 50000 $/year;160;Between 100 and 200 $/year;0;292934;True;1;2;131;211;27;3.4;10;unsat;little;actively_looking_into_it;LEAVE
C107787;one;304.6153846153846;Less than 1 Gbs/month;39181.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;55;NA;;2;2;233;389;5;6.6;2;very_unsat;very_high;never_thought;STAY
C107788;zero;367.7419354838709;Less than 1 Gbs/month;46273;Between 25000 and 50000 $/year;0;Less than 100 $/year;21;781159;False;2;1;153;334;0;2.8;4;very_sat;little;considering;STAY
C107789;zero;162.16216216216216;Less than 1 Gbs/month;16382.5;Less than 25000 $/year;48;Less than 100 $/year;0;222670;True;2;3;120;312;20;1.8;13;very_unsat;very_high;perhaps;STAY
C107790;zero;234.7826086956522;Less than 1 Gbs/month;77290.5;More than 75000 $/year;0;Less than 100 $/year;13;283989;True;3;3;92;676;1;1.8;6;avg;very_little;never_thought;STAY
C107791;zero;47.182175622542594;Less than 1 Gbs/month;59854.5;Between 50000 and 75000 $/year;53;Less than 100 $/year;61;NA;;2;1;155;485;3;1.2;2;unsat;little;considering;STAY
C107792;zero;172.8110599078341;Less than 1 Gbs/month;65550;Between 50000 and 75000 $/year;184;Between 100 and 200 $/year;15;NA;;3;4;127;268;26;2.5;5;avg;very_high;perhaps;STAY
C107793;one;114.44141689373296;Less than 1 Gbs/month;21885;Less than 25000 $/year;57;Less than 100 $/year;21;334414;True;2;2;177;177;4;2.4;5;unsat;little;no;STAY
C107795;zero;61.74957118353346;Less than 1 Gbs/month;53169.5;Between 50000 and 75000 $/year;43;Less than 100 $/year;44;904894;False;3;4;118;341;4;2.2;2;very_unsat;little;considering;STAY
C107796;one;660.0000000000001;Less than 1 Gbs/month;65078;Between 50000 and 75000 $/year;0;Less than 100 $/year;0;177160;True;2;3;263;567;1;1.2;1;very_unsat;high;considering;LEAVE
C107797;zero;539.9999999999999;Less than 1 Gbs/month;68465;Between 50000 and 75000 $/year;0;Less than 100 $/year;0;975513;False;2;2;251;848;1;2.8;10;very_sat;very_little;considering;STAY
C107798;one;269.99999999999994;Less than 1 Gbs/month;68399.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;0;441410;True;3;1;182;496;4;1.9;12;unsat;little;no;STAY
C107799;one;426.751592356688;Less than 1 Gbs/month;81449.5;More than 75000 $/year;211;More than 200 $/year;16;683198;False;2;2;174;860;12;4.7;5;unsat;little;never_thought;LEAVE
C107800;zero;840;Less than 1 Gbs/month;77273.5;More than 75000 $/year;0;Less than 100 $/year;14;NA;;1;2;156;493;1;1.8;4;very_unsat;little;actively_looking_into_it;STAY
C107801;zero;202.47933884297515;Less than 1 Gbs/month;92614;More than 75000 $/year;186;Between 100 and 200 $/year;44;386708;True;2;3;123;529;19;3.9;2;avg;little;considering;LEAVE
C107802;one;322.7848101265823;Less than 1 Gbs/month;29385;Between 25000 and 50000 $/year;58;Less than 100 $/year;0;369818;True;1;4;146;230;3;1.7;13;very_unsat;very_high;actively_looking_into_it;STAY
C107803;zero;445.22968197879857;Less than 1 Gbs/month;43667.5;Between 25000 and 50000 $/year;183;Between 100 and 200 $/year;81;227301;True;1;4;131;341;18;2.2;2;very_unsat;avg;actively_looking_into_it;LEAVE
C107804;one;539.9999999999999;Less than 1 Gbs/month;24299.5;Less than 25000 $/year;0;Less than 100 $/year;79;573661;True;1;2;99;340;1;1.8;2;unsat;very_high;considering;LEAVE
C107806;zero;842.6966292134832;Less than 1 Gbs/month;64612;Between 50000 and 75000 $/year;167;Between 100 and 200 $/year;19;779500;False;1;4;102;320;22;8.5;5;unsat;little;actively_looking_into_it;STAY
C107808;zero;77.19298245614036;Less than 1 Gbs/month;67730.5;Between 50000 and 75000 $/year;65;Less than 100 $/year;69;804611;False;3;2;141;424;5;3.2;1;very_unsat;little;considering;STAY
C107809;zero;803.5714285714284;Less than 1 Gbs/month;41792;Between 25000 and 50000 $/year;68;Less than 100 $/year;9;562815;True;1;1;151;318;10;5.5;4;very_unsat;very_high;no;STAY
C107810;zero;3210;More than 2 Gbs/month;75909;More than 75000 $/year;0;Less than 100 $/year;0;206501;True;2;3;167;695;1;10.7;10;very_unsat;little;considering;STAY
C107811;zero;234.375;Less than 1 Gbs/month;45235;Between 25000 and 50000 $/year;0;Less than 100 $/year;22;259046;True;3;1;233;298;1;2.5;4;unsat;high;considering;STAY
C107812;zero;1090.909090909091;Between 1 and 2 Gbs/month;79040.5;More than 75000 $/year;65;Less than 100 $/year;0;972512;False;3;2;174;251;1;5;11;very_sat;little;actively_looking_into_it;STAY
C107814;zero;1229.9999999999998;Between 1 and 2 Gbs/month;18057.5;Less than 25000 $/year;0;Less than 100 $/year;0;NA;;0;1;94;211;1;2.1;12;very_unsat;little;no;LEAVE
C107815;one;135.48387096774192;Less than 1 Gbs/month;30833;Between 25000 and 50000 $/year;0;Less than 100 $/year;21;230357;True;2;4;121;279;0;2.4;4;sat;very_little;actively_looking_into_it;STAY
C107816;one;780;Less than 1 Gbs/month;64884;Between 50000 and 75000 $/year;0;Less than 100 $/year;0;956535;False;3;3;140;754;0;3.6;11;avg;very_high;no;STAY
C107818;zero;622.6415094339623;Less than 1 Gbs/month;23395.5;Less than 25000 $/year;59;Less than 100 $/year;0;641390;False;4;3;330;200;4;4.3;9;unsat;little;never_thought;STAY
C107819;one;115.3846153846154;Less than 1 Gbs/month;32114.5;Between 25000 and 50000 $/year;48;Less than 100 $/year;6;205172;True;6;2;236;349;4;1.8;6;very_unsat;little;actively_looking_into_it;STAY
C107825;zero;1440;Between 1 and 2 Gbs/month;16974;Less than 25000 $/year;0;Less than 100 $/year;74;400934;True;1;1;124;546;4;2.8;2;very_unsat;little;actively_looking_into_it;LEAVE
C107826;zero;74.99999999999997;Less than 1 Gbs/month;80194.5;More than 75000 $/year;60;Less than 100 $/year;0;706981;False;2;1;203;835;3;1.4;11;very_sat;very_high;considering;STAY
C107827;one;919.0751445086705;Less than 1 Gbs/month;25342;Between 25000 and 50000 $/year;73;Less than 100 $/year;9;887857;False;0;1;252;131;3;4.3;5;unsat;high;considering;STAY
C107828;zero;241.55069582504967;Less than 1 Gbs/month;19583.5;Less than 25000 $/year;66;Less than 100 $/year;84;758741;False;3;2;161;137;4;7.1;2;very_unsat;very_little;considering;STAY
C107829;one;263.2653061224489;Less than 1 Gbs/month;69223.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;39;252551;True;3;2;209;501;1;3.3;1;unsat;very_high;no;STAY
C107830;one;104.12757973733585;Less than 1 Gbs/month;73558;Between 50000 and 75000 $/year;236;More than 200 $/year;73;197766;True;4;2;329;302;5;2.7;2;unsat;very_high;actively_looking_into_it;LEAVE
C107831;zero;810;Less than 1 Gbs/month;78965;More than 75000 $/year;0;Less than 100 $/year;0;244812;True;0;1;152;315;0;1.7;1;very_unsat;high;actively_looking_into_it;LEAVE
C107833;zero;896.1038961038961;Less than 1 Gbs/month;76350.5;More than 75000 $/year;54;Less than 100 $/year;8;498579;True;1;4;158;782;4;3.6;6;very_unsat;little;actively_looking_into_it;LEAVE
C107835;zero;360.00000000000006;Less than 1 Gbs/month;49372.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;525034;True;2;1;200;342;0;2.2;10;unsat;very_little;considering;STAY
C107836;zero;723.0769230769231;Less than 1 Gbs/month;81004;More than 75000 $/year;95;Less than 100 $/year;40;285476;True;0;1;184;513;5;3.7;1;very_sat;little;considering;STAY
C107837;zero;158.82352941176475;Less than 1 Gbs/month;24603;Less than 25000 $/year;0;Less than 100 $/year;41;375931;True;3;4;74;145;0;2.7;2;very_unsat;very_little;considering;LEAVE
C107838;zero;724.1379310344828;Less than 1 Gbs/month;72036.5;Between 50000 and 75000 $/year;45;Less than 100 $/year;20;327935;True;0;2;176;759;1;3.5;4;unsat;little;actively_looking_into_it;STAY
C107839;one;135.48387096774192;Less than 1 Gbs/month;19067.5;Less than 25000 $/year;0;Less than 100 $/year;52;944641;False;2;1;196;219;1;2.8;1;avg;very_high;never_thought;STAY
C107840;zero;187.50000000000006;Less than 1 Gbs/month;64307.5;Between 50000 and 75000 $/year;92;Less than 100 $/year;0;233225;True;1;2;126;654;4;2.2;10;very_unsat;little;actively_looking_into_it;STAY
C107841;one;253.77643504531719;Less than 1 Gbs/month;96332;More than 75000 $/year;231;More than 200 $/year;15;339407;True;1;4;223;881;24;3.8;5;very_unsat;little;perhaps;STAY
C107842;one;1350;Between 1 and 2 Gbs/month;12838;Less than 25000 $/year;0;Less than 100 $/year;0;645621;False;2;3;178;190;1;3.5;14;avg;very_little;no;STAY
C107844;zero;254.43786982248517;Less than 1 Gbs/month;96253.5;More than 75000 $/year;227;More than 200 $/year;18;315740;True;4;3;100;466;4;3.3;11;very_unsat;little;considering;LEAVE
C107845;one;765.1006711409395;Less than 1 Gbs/month;37998;Between 25000 and 50000 $/year;49;Less than 100 $/year;24;416942;True;1;1;139;309;1;1.8;2;avg;very_little;considering;LEAVE
C107847;zero;101.43442622950819;Less than 1 Gbs/month;60943.5;Between 50000 and 75000 $/year;196;Between 100 and 200 $/year;68;653992;False;4;1;205;460;25;4.3;1;unsat;very_little;never_thought;STAY
C107848;zero;1186.813186813187;Between 1 and 2 Gbs/month;22713.5;Less than 25000 $/year;82;Less than 100 $/year;6;230195;True;0;3;129;166;4;7.2;6;unsat;little;perhaps;STAY
C107849;one;737.4301675977654;Less than 1 Gbs/month;25919;Between 25000 and 50000 $/year;79;Less than 100 $/year;0;723596;False;2;3;174;240;4;5.4;11;very_unsat;high;considering;STAY
C107850;zero;140.9090909090909;Less than 1 Gbs/month;48404;Between 25000 and 50000 $/year;0;Less than 100 $/year;56;413429;True;3;1;142;307;0;3.1;11;very_sat;very_little;considering;LEAVE
C107851;one;1290;Between 1 and 2 Gbs/month;40033;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;638083;False;2;4;180;283;1;4.3;10;very_unsat;very_high;actively_looking_into_it;STAY
C107852;zero;256.8093385214008;Less than 1 Gbs/month;73165;Between 50000 and 75000 $/year;157;Between 100 and 200 $/year;0;430761;True;2;1;86;505;1;2.2;11;very_unsat;very_little;no;STAY
C107854;zero;518.8679245283018;Less than 1 Gbs/month;39981;Between 25000 and 50000 $/year;68;Less than 100 $/year;15;280343;True;3;4;106;252;0;5.5;8;very_sat;very_high;actively_looking_into_it;LEAVE
C107855;zero;2400;More than 2 Gbs/month;77199.5;More than 75000 $/year;0;Less than 100 $/year;27;292205;True;1;1;145;696;0;7;2;unsat;very_little;considering;LEAVE
C107857;zero;18.55670103092784;Less than 1 Gbs/month;30475;Between 25000 and 50000 $/year;0;Less than 100 $/year;87;828401;False;2;2;260;528;0;1.6;2;avg;little;actively_looking_into_it;STAY
C107858;zero;930;Less than 1 Gbs/month;45584.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;479999;True;3;4;197;383;1;2.1;5;very_unsat;very_high;considering;STAY
C107859;zero;750;Less than 1 Gbs/month;13759;Less than 25000 $/year;0;Less than 100 $/year;15;800987;False;0;3;158;159;0;2.5;5;unsat;high;perhaps;STAY
C107860;zero;780;Less than 1 Gbs/month;31647.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;386261;True;4;2;237;375;0;2.6;13;avg;very_little;no;LEAVE
C107861;one;298.8047808764941;Less than 1 Gbs/month;20305.5;Less than 25000 $/year;71;Less than 100 $/year;8;163249;True;3;2;145;239;4;1.5;6;very_unsat;little;considering;LEAVE
C107862;one;783.050847457627;Less than 1 Gbs/month;98964;More than 75000 $/year;195;Between 100 and 200 $/year;70;531404;True;1;1;252;131;5;5.7;1;very_unsat;very_high;considering;LEAVE
C107863;zero;660.0000000000001;Less than 1 Gbs/month;42506;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;485532;True;2;2;97;380;0;1.2;9;very_sat;very_little;no;LEAVE
C107864;zero;300;Less than 1 Gbs/month;59611;Between 50000 and 75000 $/year;0;Less than 100 $/year;16;433902;True;1;3;136;717;0;2;4;avg;avg;considering;STAY
C107865;zero;60;Less than 1 Gbs/month;27441.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;60;609362;False;2;3;184;339;1;2.4;1;very_unsat;very_high;considering;STAY
C107867;zero;647.0588235294118;Less than 1 Gbs/month;80775;More than 75000 $/year;67;Less than 100 $/year;19;261186;True;2;4;169;629;4;6.7;2;very_unsat;avg;actively_looking_into_it;STAY
C107868;one;1410;Between 1 and 2 Gbs/month;23477;Less than 25000 $/year;0;Less than 100 $/year;0;735459;False;1;3;126;155;0;4.7;8;unsat;very_little;no;STAY
C107869;one;690.6474820143885;Less than 1 Gbs/month;28134.5;Between 25000 and 50000 $/year;39;Less than 100 $/year;0;342314;True;2;4;149;230;5;3.2;11;unsat;little;no;LEAVE
C107870;zero;250.81967213114757;Less than 1 Gbs/month;16396;Less than 25000 $/year;0;Less than 100 $/year;51;NA;;3;4;146;243;1;6.1;1;avg;little;actively_looking_into_it;STAY
C107872;zero;535.2697095435684;Less than 1 Gbs/month;51725;Between 50000 and 75000 $/year;51;Less than 100 $/year;9;259316;True;2;2;77;273;3;4.3;6;very_sat;very_high;considering;LEAVE
C107873;zero;1710;Between 1 and 2 Gbs/month;44116.5;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;626055;False;1;2;222;340;1;5.7;9;very_sat;very_high;perhaps;STAY
C107874;one;189.873417721519;Less than 1 Gbs/month;76857.5;More than 75000 $/year;216;More than 200 $/year;37;811576;False;0;4;175;852;13;1;2;avg;very_high;actively_looking_into_it;LEAVE
C107875;one;298.0132450331125;Less than 1 Gbs/month;53379.5;Between 50000 and 75000 $/year;51;Less than 100 $/year;85;NA;;0;4;132;267;3;1.5;2;unsat;little;actively_looking_into_it;STAY
C107877;zero;706.4516129032256;Less than 1 Gbs/month;68188.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;21;300071;True;3;4;163;693;1;7.3;4;very_unsat;little;considering;STAY
C107879;one;113.63636363636363;Less than 1 Gbs/month;23065;Less than 25000 $/year;44;Less than 100 $/year;78;767772;False;2;1;146;144;3;3.5;8;unsat;very_high;no;STAY
C107881;zero;321.42857142857144;Less than 1 Gbs/month;28191.5;Between 25000 and 50000 $/year;68;Less than 100 $/year;0;764424;False;1;3;88;187;3;1.8;15;very_sat;very_high;considering;STAY
C107882;zero;83.54430379746836;Less than 1 Gbs/month;68841.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;69;539481;True;6;1;145;488;0;1.2;4;avg;very_high;no;STAY
C107883;one;498.43260188087777;Less than 1 Gbs/month;81407;More than 75000 $/year;219;More than 200 $/year;8;653164;False;1;3;107;869;25;4.3;4;unsat;very_little;considering;LEAVE
C107884;zero;105.97826086956522;Less than 1 Gbs/month;47644.5;Between 25000 and 50000 $/year;46;Less than 100 $/year;59;308274;True;4;2;128;255;5;2.6;5;very_unsat;very_high;considering;LEAVE
C107885;zero;2430;More than 2 Gbs/month;52267;Between 50000 and 75000 $/year;0;Less than 100 $/year;16;199996;True;1;3;143;435;1;7.1;6;very_unsat;little;no;STAY
C107886;zero;204.76190476190476;Less than 1 Gbs/month;72456;Between 50000 and 75000 $/year;0;Less than 100 $/year;53;202098;True;2;2;116;710;1;3.3;1;very_unsat;little;no;STAY
C107888;one;688.8888888888889;Less than 1 Gbs/month;41595;Between 25000 and 50000 $/year;170;Between 100 and 200 $/year;14;192211;True;1;1;150;297;13;4.2;2;avg;little;no;LEAVE
C107889;one;553.2786885245902;Less than 1 Gbs/month;53898;Between 50000 and 75000 $/year;144;Between 100 and 200 $/year;0;392691;True;0;2;88;208;22;2.5;10;very_unsat;little;considering;LEAVE
C107891;zero;238.85350318471336;Less than 1 Gbs/month;34250;Between 25000 and 50000 $/year;214;More than 200 $/year;0;957410;False;3;4;223;311;18;3.5;11;very_unsat;very_high;actively_looking_into_it;STAY
C107892;one;340.6940063091483;Less than 1 Gbs/month;81260.5;More than 75000 $/year;77;Less than 100 $/year;14;247911;True;4;1;146;708;4;3.6;5;sat;little;considering;STAY
C107895;one;1089.2857142857142;Between 1 and 2 Gbs/month;25171.5;Between 25000 and 50000 $/year;68;Less than 100 $/year;49;416270;True;0;1;98;146;3;5.1;2;avg;very_high;actively_looking_into_it;LEAVE
C107896;one;198.7951807228916;Less than 1 Gbs/month;54961.5;Between 50000 and 75000 $/year;66;Less than 100 $/year;26;409150;True;1;2;144;385;1;2.1;2;unsat;little;no;STAY
C107897;one;438.3116883116883;Less than 1 Gbs/month;38432.5;Between 25000 and 50000 $/year;208;More than 200 $/year;0;293542;True;1;3;142;184;24;2.5;14;very_unsat;high;considering;LEAVE
C107898;one;215.68627450980392;Less than 1 Gbs/month;52857.5;Between 50000 and 75000 $/year;53;Less than 100 $/year;43;967703;False;0;2;123;375;3;1.1;2;very_unsat;high;no;STAY
C107900;zero;264.00000000000006;Less than 1 Gbs/month;72456.5;Between 50000 and 75000 $/year;0;Less than 100 $/year;15;310943;True;5;3;110;768;1;2.2;6;avg;very_high;no;STAY
C107901;one;923.0769230769232;Less than 1 Gbs/month;57704.5;Between 50000 and 75000 $/year;43;Less than 100 $/year;6;199932;True;1;2;123;436;4;3.4;5;very_unsat;high;no;STAY
C107902;zero;344.11764705882354;Less than 1 Gbs/month;32202;Between 25000 and 50000 $/year;0;Less than 100 $/year;24;269768;True;2;3;153;345;1;2.9;5;unsat;little;considering;STAY
C107903;one;269.0839694656488;Less than 1 Gbs/month;45881;Between 25000 and 50000 $/year;184;Between 100 and 200 $/year;24;165419;True;2;3;194;327;17;2.7;5;avg;very_little;considering;LEAVE
C107907;zero;242.85714285714283;Less than 1 Gbs/month;17515.5;Less than 25000 $/year;0;Less than 100 $/year;53;964106;False;5;1;208;374;0;5.1;1;unsat;little;perhaps;STAY
C107908;zero;1020.0000000000002;Less than 1 Gbs/month;27443;Between 25000 and 50000 $/year;0;Less than 100 $/year;0;232203;True;3;4;226;847;1;4.4;15;very_sat;little;considering;STAY
C107910;one;251.6556291390729;Less than 1 Gbs/month;80593.5;More than 75000 $/year;246;More than 200 $/year;56;945427;False;3;3;121;730;29;6.6;2;very_unsat;little;actively_looking_into_it;LEAVE
C107911;zero;851.8518518518517;Less than 1 Gbs/month;32233.5;Between 25000 and 50000 $/year;62;Less than 100 $/year;18;508720;True;0;1;139;302;5;4.6;5;avg;little;never_thought;STAY
C107913;zero;870;Less than 1 Gbs/month;16326.5;Less than 25000 $/year;0;Less than 100 $/year;0;645704;False;1;4;127;168;0;1.9;11;avg;very_high;actively_looking_into_it;STAY
C107914;zero;567.8233438485804;Less than 1 Gbs/month;39764.5;Between 25000 and 50000 $/year;217;More than 200 $/year;0;NA;;3;2;99;133;27;4;15;unsat;high;considering;LEAVE
